Var : 1.0 , Id : e8c2cb6c-aae6-11ea-8d6b-704d7b847aa2 , Date : 10/06/2020 , Time : 09:52:11 , Experiment : e8c52c7e-aae6-11ea-9a7b-704d7b847aa2 , Source : EncoderDecoder.py , pram_timeSteps : 60
Var : 1.0 , Id : 1624f178-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:01:18 , Experiment : 1624f179-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 1624f178-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:01:18 , Experiment : 1624f179-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 1624f178-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:01:18 , Experiment : 1624f179-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 65ef38d0-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:32 , Experiment : 65ef38d1-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 65ef38d0-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:32 , Experiment : 65ef38d1-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 65ef38d0-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:32 , Experiment : 65ef38d1-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 65ef38d0-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:32 , Experiment : 65ef38d1-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 65ef38d0-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:32 , Experiment : 65ef38d1-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 65ef38d0-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:32 , Experiment : 65ef38d1-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 706371be-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:49 , Experiment : 706371bf-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 706371be-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:49 , Experiment : 706371bf-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 706371be-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:49 , Experiment : 706371bf-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 706371be-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:49 , Experiment : 706371bf-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 706371be-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:49 , Experiment : 706371bf-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 706371be-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:03:49 , Experiment : 706371bf-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 94d78148-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:04:50 , Experiment : 94d78149-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 94d78148-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:04:50 , Experiment : 94d78149-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 94d78148-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:04:50 , Experiment : 94d78149-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 94d78148-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:04:50 , Experiment : 94d78149-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 94d78148-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:04:50 , Experiment : 94d78149-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 94d78148-afc9-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:04:50 , Experiment : 94d78149-afc9-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 048b4678-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:07:58 , Experiment : 048b4679-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 048b4678-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:07:58 , Experiment : 048b4679-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 048b4678-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:07:58 , Experiment : 048b4679-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 048b4678-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:07:58 , Experiment : 048b4679-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 048b4678-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:07:58 , Experiment : 048b4679-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 048b4678-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:07:58 , Experiment : 048b4679-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 6530da2e-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:10:40 , Experiment : 6530da2f-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 6530da2e-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:10:40 , Experiment : 6530da2f-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 6530da2e-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:10:40 , Experiment : 6530da2f-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 6530da2e-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:10:40 , Experiment : 6530da2f-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 6530da2e-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:10:40 , Experiment : 6530da2f-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 6530da2e-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:10:40 , Experiment : 6530da2f-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : c15cd46a-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:15 , Experiment : c15cd46b-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : c15cd46a-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:15 , Experiment : c15cd46b-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : c15cd46a-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:15 , Experiment : c15cd46b-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : c15cd46a-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:15 , Experiment : c15cd46b-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : c15cd46a-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:15 , Experiment : c15cd46b-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : c15cd46a-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:15 , Experiment : c15cd46b-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : da3abed4-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:56 , Experiment : da3abed5-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : da3abed4-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:56 , Experiment : da3abed5-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : da3abed4-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:56 , Experiment : da3abed5-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : da3abed4-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:56 , Experiment : da3abed5-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : da3abed4-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:56 , Experiment : da3abed5-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : da3abed4-afca-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:13:56 , Experiment : da3abed5-afca-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 3a8c7d5e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:16:38 , Experiment : 3a8c7d5f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 3a8c7d5e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:16:38 , Experiment : 3a8c7d5f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 3a8c7d5e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:16:38 , Experiment : 3a8c7d5f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 3a8c7d5e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:16:38 , Experiment : 3a8c7d5f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 3a8c7d5e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:16:38 , Experiment : 3a8c7d5f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 3a8c7d5e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:16:38 , Experiment : 3a8c7d5f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 4e110c6e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:17:11 , Experiment : 4e110c6f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 4e110c6e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:17:11 , Experiment : 4e110c6f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 4e110c6e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:17:11 , Experiment : 4e110c6f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 4e110c6e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:17:11 , Experiment : 4e110c6f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 4e110c6e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:17:11 , Experiment : 4e110c6f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 4e110c6e-afcb-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:17:11 , Experiment : 4e110c6f-afcb-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 305dd7c8-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:23:30 , Experiment : 305dd7c9-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 305dd7c8-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:23:30 , Experiment : 305dd7c9-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 305dd7c8-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:23:30 , Experiment : 305dd7c9-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 305dd7c8-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:23:30 , Experiment : 305dd7c9-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 305dd7c8-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:23:30 , Experiment : 305dd7c9-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 305dd7c8-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:23:30 , Experiment : 305dd7c9-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 944c3784-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:26:18 , Experiment : 944c3785-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 944c3784-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:26:18 , Experiment : 944c3785-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 944c3784-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:26:18 , Experiment : 944c3785-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 944c3784-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:26:18 , Experiment : 944c3785-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 944c3784-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:26:18 , Experiment : 944c3785-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 944c3784-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:26:18 , Experiment : 944c3785-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : d67d99d6-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:09 , Experiment : d67d99d7-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : d67d99d6-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:09 , Experiment : d67d99d7-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : d67d99d6-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:09 , Experiment : d67d99d7-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : d67d99d6-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:09 , Experiment : d67d99d7-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : d67d99d6-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:09 , Experiment : d67d99d7-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : d67d99d6-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:09 , Experiment : d67d99d7-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : e7b6ab84-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:38 , Experiment : e7b6ab85-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : e7b6ab84-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:38 , Experiment : e7b6ab85-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : e7b6ab84-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:38 , Experiment : e7b6ab85-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : e7b6ab84-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:38 , Experiment : e7b6ab85-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : e7b6ab84-afcc-11ea-bcce-84a93e7ffccd , Date : 16/06/2020 , Time : 15:28:38 , Experiment : e7b6ab85-afcc-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
