Id,Date,Time,Experiment,Source,activation,active,batch_size,bins,dsName,num_filters,num_layers,num_units,projectName,seq,timeSteps,acc,seconds
 c5957f7e-afab-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:31:27, c5957f7f-afab-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 d792ae5e-afab-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:31:57, d792ae5f-afab-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 ecf816ee-afab-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:32:33, ecf816ef-afab-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 f181d3e4-afab-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:32:41, f181d3e5-afab-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 f96af78e-afab-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:32:54, f96af78f-afab-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 92e0f526-afac-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:37:12, 92e0f527-afac-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 57c7883c-afad-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:42:42, 57c7883d-afad-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 e505e96e-afad-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:46:39, e505e96f-afad-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 5fce9826-afae-11ea-bcce-84a93e7ffccd , 16/06/2020 ,11:50:05, 5fce9827-afae-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 d3898326-afb7-11ea-bcce-84a93e7ffccd , 16/06/2020 ,12:57:45, d3898327-afb7-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 a3224ece-afb8-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:03:33, a3224ecf-afb8-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 62cd37ca-afb9-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:08:54, 62cd37cb-afb9-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 62b09704-afba-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:16:04, 62b09705-afba-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 824cb25a-afba-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:16:57, 824cb25b-afba-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 da0017a8-afba-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:19:24, da0017a9-afba-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 e31414c0-afba-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:19:39, e31414c1-afba-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 f482537a-afba-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:20:08, f482537b-afba-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 35d08558-afbc-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:29:07, 35d08559-afbc-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 5bd39f10-afbc-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:30:11, 5bd39f11-afbc-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 6e2df06a-afbd-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:37:52, 6e2df06b-afbd-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 a70d2aea-afbd-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:39:27, a70d2aeb-afbd-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 80707e54-afbe-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:45:32, 80707e55-afbe-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 4343f2f8-afbf-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:50:59, 4343f2f9-afbf-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 635bc160-afbf-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:51:52, 635bc161-afbf-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 7cf31b82-afbf-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:52:35, 7cf31b83-afbf-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 0ffcb8ca-afc0-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:56:42, 0ffcb8cb-afc0-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 24e5b82c-afc0-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:57:17, 24e5b82d-afc0-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 2fd23e40-afc0-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:57:35, 2fd23e41-afc0-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 5b179582-afc0-11ea-bcce-84a93e7ffccd , 16/06/2020 ,13:58:48, 5b179583-afc0-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 a5cbd024-afc1-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:08:03, a5cbd025-afc1-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 0f181e2a-afc2-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:10:59, 0f181e2b-afc2-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 37528c98-afc4-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:26:26, 37528c99-afc4-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 4102981e-afc4-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:26:42, 4102981f-afc4-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 b3fe0e5c-afc4-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:29:55, b3fe0e5d-afc4-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 39d350dc-afc5-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:33:40, 39d350dd-afc5-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 5727b77c-afc5-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:34:29, 5727b77d-afc5-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 bb0a3aee-afc5-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:37:16, bb0a3aef-afc5-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 e60e4884-afc5-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:38:29, e60e4885-afc5-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 fd8ca640-afc5-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:39:08, fd8ca641-afc5-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 0c21ab7e-afc6-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:39:33, 0c21ab7f-afc6-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 3e04851c-afc6-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:40:56, 3e04851d-afc6-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 701e3f3e-afc6-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:42:20, 701e3f3f-afc6-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 bd9ff7a2-afc6-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:44:30, bd9ff7a3-afc6-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 de3a3680-afc6-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:45:25, de3a3681-afc6-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 ee6bd3a6-afc6-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:45:52, ee6bd3a7-afc6-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 173ca5bc-afc7-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:47:01, 173ca5bd-afc7-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 34145a90-afc7-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:47:49, 34145a91-afc7-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 7797fa7e-afc7-11ea-bcce-84a93e7ffccd , 16/06/2020 ,14:49:42, 7797fa7f-afc7-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 f9259226-afc8-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:00:29, f9259227-afc8-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 1624f178-afc9-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:01:18, 1624f179-afc9-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 65ef38d0-afc9-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:03:32, 65ef38d1-afc9-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 706371be-afc9-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:03:49, 706371bf-afc9-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 94d78148-afc9-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:04:50, 94d78149-afc9-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 048b4678-afca-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:07:58, 048b4679-afca-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 6530da2e-afca-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:10:40, 6530da2f-afca-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 c15cd46a-afca-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:13:15, c15cd46b-afca-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 da3abed4-afca-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:13:56, da3abed5-afca-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 3a8c7d5e-afcb-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:16:38, 3a8c7d5f-afcb-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 4e110c6e-afcb-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:17:11, 4e110c6f-afcb-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 305dd7c8-afcc-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:23:30, 305dd7c9-afcc-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 944c3784-afcc-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:26:18, 944c3785-afcc-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 d67d99d6-afcc-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:28:09, d67d99d7-afcc-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 e7b6ab84-afcc-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:28:38, e7b6ab85-afcc-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 2644a4b4-afcd-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:30:23, 2644a4b5-afcd-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 5d5da860-afcd-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:31:55, 5d5da861-afcd-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 801a79dc-afcd-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:32:54, 801a79dd-afcd-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 92a2b966-afcd-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:33:25, 92a2b967-afcd-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 a22ff074-afcd-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:33:51, a22ff075-afcd-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 3cde228a-afce-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:38:10, 3cde228b-afce-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 5b2b2ee0-afce-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:39:01, 5b2b2ee1-afce-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 a4bc83c4-afce-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:41:05, a4bc83c5-afce-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 cdd4ac14-afce-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:42:13, cdd4ac15-afce-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 063a7138-afcf-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:43:48, 063a7139-afcf-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 4409f24a-afcf-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:45:32, 4409f24b-afcf-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 0b28dd00-afd0-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:51:06, 0b28dd01-afd0-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 65319d78-afd0-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:53:37, 65319d79-afd0-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 8c409f86-afd0-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:54:42, 8c409f87-afd0-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 d79e9820-afd0-11ea-bcce-84a93e7ffccd , 16/06/2020 ,15:56:49, d79e9821-afd0-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 bcc35854-afd2-11ea-bcce-84a93e7ffccd , 16/06/2020 ,16:10:23, bcc35855-afd2-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 54101472-afd3-11ea-bcce-84a93e7ffccd , 16/06/2020 ,16:14:37, 54101473-afd3-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
 fb7b4f74-afd3-11ea-bcce-84a93e7ffccd , 16/06/2020 ,16:19:18, fb7b4f75-afd3-11ea-bcce-84a93e7ffccd ," File ""/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py ",---,---,500,---,Row99_f=40,16,---,50,---,10,60,---,---
